accommodates,neighbourhood_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,room_type,dist_to_cristo_km,price_per_person,price_category,log_price
3,Botafogo,-22.95723,-43.18021,2.0,2.0,1.0,4,180,4,435.0,Entire home/apt,3.1575109009156077,145.0,300-500,6.077642243349034
4,Botafogo,-22.95414,-43.17551,1.0,1.0,2.0,3,365,1,219.0,Entire home/apt,3.5913109954367903,54.75,200-300,5.393627546352361
4,Copacabana,-22.972042,-43.18618,2.0,2.0,3.0,3,365,33,657.0,Entire home/apt,3.3490644141694905,164.25,500-1000,6.489204931325317
4,Copacabana,-22.97464,-43.18968,2.0,2.0,4.0,2,365,3,550.0,Entire home/apt,3.307186820759156,137.5,500-1000,6.311734809152915
3,Centro,-22.91297,-43.18135,1.0,1.0,0.0,2,90,19,379.0,Entire home/apt,5.258308618106462,126.33333333333333,300-500,5.940171252720432
3,Copacabana,-22.964527,-43.175995,1.5,1.0,1.0,3,365,1,490.0,Private room,3.8016490112463504,163.33333333333334,300-500,6.19644412779452
7,Barra da Tijuca,-23.01103,-43.32875,2.0,2.0,5.0,2,180,6,810.0,Entire home/apt,13.775550105409504,115.71428571428571,500-1000,6.698268054115413
1,Anil,-22.95587,-43.34024,1.0,1.0,2.0,1,365,0,400.0,Private room,13.29146353542376,400.0,300-500,5.993961427306569
4,Copacabana,-22.96548,-43.17856,1.0,1.0,3.0,2,30,55,264.0,Entire home/apt,3.6020283322637066,66.0,200-300,5.579729825986222
4,Barra da Tijuca,-23.00144,-43.30877,1.5,2.0,2.0,5,365,7,427.0,Entire home/apt,11.46963131223084,106.75,300-500,6.059123195581797
5,Copacabana,-22.96445,-43.18885,1.0,2.0,5.0,5,365,10,821.0,Entire home/apt,2.6193680434942945,164.2,500-1000,6.71174039505618
6,Copacabana,-22.982656480251112,-43.19373930484601,2.0,3.0,3.0,3,30,18,597.0,Entire home/apt,3.8263156463647965,99.5,500-1000,6.393590753950631
2,Copacabana,-22.98327,-43.19198,1.0,1.0,1.0,5,365,4,300.0,Private room,3.9702073014718002,150.0,200-300,5.707110264748875
4,Copacabana,-22.964592,-43.174267,1.0,1.0,2.0,1,90,18,370.0,Entire home/apt,3.9691667141107017,92.5,300-500,5.916202062607435
2,Copacabana,-22.96378,-43.17567,1.5,1.0,1.0,2,365,41,336.0,Entire home/apt,3.802956843478915,168.0,300-500,5.820082930352362
1,Recreio dos Bandeirantes,-22.99953,-43.43139,1.0,1.0,1.0,1,3,0,120.0,Private room,23.22528880345483,120.0,100-200,4.795790545596741
2,Copacabana,-22.97804,-43.1925,2.0,1.0,1.0,2,365,6,350.0,Entire home/apt,3.4416161921550397,175.0,300-500,5.860786223465865
2,São Conrado,-22.99399,-43.27397,1.0,1.0,1.0,3,365,9,250.0,Entire home/apt,8.007849984485052,125.0,200-300,5.5254529391317835
2,Centro,-22.91059,-43.17454,1.0,1.0,1.0,1,365,11,168.0,Entire home/apt,5.887380892048978,84.0,100-200,5.1298987149230735
5,Recreio dos Bandeirantes,-23.00480087552869,-43.44719901031379,1.0,2.0,4.0,2,15,17,215.0,Entire home/apt,24.935082852445724,43.0,200-300,5.375278407684165
5,Jacarepaguá,-22.96714,-43.39636,1.0,2.0,0.0,1,365,0,475.0,Entire home/apt,19.104791724906285,95.0,300-500,6.16541785423142
4,Copacabana,-22.98335,-43.19005,1.0,0.0,4.0,2,6,23,408.0,Entire home/apt,4.075908485428,102.0,300-500,6.013715156042802
3,Barra da Tijuca,-23.00383,-43.34215,1.0,1.0,2.0,1,365,8,303.0,Entire home/apt,14.662227026630408,101.0,300-500,5.717027701406222
3,Barra da Tijuca,-23.00378,-43.34009,1.0,1.0,2.0,1,365,1,303.0,Entire home/apt,14.466405614290785,101.0,300-500,5.717027701406222
2,Copacabana,-22.96152,-43.17576,1.0,1.0,2.0,2,365,17,200.0,Entire home/apt,3.714333307393288,100.0,100-200,5.303304908059076
4,Jacarepaguá,-22.973249435424805,-43.41399765014648,1.0,2.0,2.0,2,90,30,161.0,Entire home/apt,20.969675546694223,40.25,100-200,5.087596335232384
2,Recreio dos Bandeirantes,-23.02456,-43.4814,0.0,1.0,2.0,1,365,64,106.0,Entire home/apt,28.883526621761643,53.0,100-200,4.672828834461906
3,Santa Teresa,-22.91638,-43.18065,2.0,2.0,2.0,3,365,23,160.0,Entire home/apt,4.994367710721824,53.333333333333336,100-200,5.081404364984463
3,Ipanema,-22.98208209316215,-43.19930253531805,1.5,1.0,1.0,2,20,9,200.0,Private room,3.546493346600754,66.66666666666667,100-200,5.303304908059076
3,Ipanema,-22.981586456298828,-43.19929122924805,1.5,1.0,2.0,2,60,23,500.0,Entire home/apt,3.494765833450032,166.66666666666666,300-500,6.2166061010848646
2,Barra da Tijuca,-23.00345,-43.34054,1.0,1.0,1.0,1,365,9,263.0,Entire home/apt,14.494127473693874,131.5,200-300,5.575949103146316
6,Copacabana,-22.974134,-43.187775,1.0,3.0,4.0,2,180,13,570.0,Entire home/apt,3.394948619598493,95.0,500-1000,6.3473892096560105
3,Copacabana,-22.973436,-43.192692,1.0,1.0,2.0,2,365,15,233.0,Entire home/apt,3.0097839368625112,77.66666666666667,200-300,5.455321115357702
4,Santa Teresa,-22.92720031738281,-43.19279479980469,1.0,1.0,2.0,2,30,53,390.0,Entire home/apt,3.290933557526683,97.5,300-500,5.968707559985366
2,Leblon,-22.98349,-43.22372,1.0,0.0,2.0,1,30,1,505.0,Entire home/apt,3.7643798900697645,252.5,500-1000,6.226536669287466
6,Barra da Tijuca,-23.0037,-43.3083,1.0,2.0,3.0,2,28,44,286.0,Entire home/apt,11.55061717690864,47.666666666666664,200-300,5.659482215759621
6,Santa Teresa,-22.91934,-43.18648,1.0,2.0,3.0,1,60,65,254.0,Entire home/apt,4.377035155562022,42.333333333333336,200-300,5.541263545158426
4,Barra da Tijuca,-23.00909,-43.42643,2.0,2.0,3.0,1,365,32,411.0,Entire home/apt,23.00135511874292,102.75,300-500,6.021023349349527
2,Botafogo,-22.94713,-43.18245,0.0,0.0,1.0,5,15,12,450.0,Entire home/apt,2.9207076197746926,225.0,300-500,6.111467339502679
4,Flamengo,-22.93973,-43.17384,1.0,2.0,2.0,2,90,42,272.0,Entire home/apt,3.9903258486234807,68.0,200-300,5.60947179518496
4,Copacabana,-22.964716114431543,-43.180765753389785,1.5,2.0,6.0,1,365,7,502.0,Entire home/apt,3.36143663294256,125.5,500-1000,6.220590170099739
4,Barra da Tijuca,-23.00498,-43.33063,2.0,2.0,2.0,2,365,29,470.0,Entire home/apt,13.640939535067623,117.5,300-500,6.154858094016418
3,Andaraí,-22.92415,-43.251,2.0,1.0,3.0,1,28,11,53.0,Private room,5.169271517228788,17.666666666666668,<100,3.9889840465642745
4,Vidigal,-22.99305,-43.23489,2.0,2.0,3.0,1,365,1,720.0,Entire home/apt,5.2126355604865084,180.0,500-1000,6.580639137284949
2,Tijuca,-22.93627245174796,-43.23356811166402,1.0,0.0,1.0,2,40,47,210.0,Entire home/apt,2.93244724825251,105.0,200-300,5.351858133476067
4,Jacarepaguá,-22.96991,-43.39135,2.0,2.0,2.0,3,365,62,311.0,Entire home/apt,18.624323597574747,77.75,300-500,5.7430031878094825
2,Jacarepaguá,-22.969257354736328,-43.3997917175293,1.0,1.0,2.0,2,365,9,176.0,Entire home/apt,19.476561194718442,88.0,100-200,5.176149732573829
5,Jacarepaguá,-22.97004,-43.39117,2.0,3.0,4.0,1,365,1,750.0,Entire home/apt,18.60755382270875,150.0,500-1000,6.621405651764134
2,Barra da Tijuca,-23.00371,-43.34065,1.0,1.0,1.0,2,90,23,421.0,Entire home/apt,14.51590896347929,210.5,300-500,6.045005314036012
6,Copacabana,-22.9635,-43.17815,1.0,2.0,4.0,3,365,19,442.0,Entire home/apt,3.5545253313499723,73.66666666666667,300-500,6.093569770045136
6,Copacabana,-22.96287,-43.17792,1.0,1.0,1.0,3,365,1,210.0,Entire home/apt,3.551823179260467,35.0,200-300,5.351858133476067
8,Copacabana,-22.98254,-43.19323,3.0,3.0,6.0,3,28,25,405.0,Entire home/apt,3.8384814895929336,50.625,300-500,6.0063531596017325
2,Barra da Tijuca,-23.01051445338544,-43.42930865089895,1.0,1.0,1.0,1,365,0,350.0,Private room,23.328341676573192,175.0,300-500,5.860786223465865
3,Copacabana,-22.9702,-43.18741,1.0,1.0,1.0,3,365,43,225.0,Entire home/apt,3.1192158599470967,75.0,200-300,5.420534999272286
4,Barra da Tijuca,-23.01049,-43.34367,1.0,1.0,2.0,2,365,33,529.0,Entire home/apt,15.10930695281846,132.25,500-1000,6.272877006546167
7,Leme,-22.961912155151367,-43.16789627075195,2.0,3.0,3.0,1,90,41,701.0,Entire home/apt,4.50194312348226,100.14285714285714,500-1000,6.553933404025811
6,Recreio dos Bandeirantes,-23.0066,-43.44228,2.0,2.0,3.0,3,30,0,734.0,Entire home/apt,24.494770289136316,122.33333333333333,500-1000,6.5998704992128365
6,Copacabana,-22.964505211411957,-43.17591265346056,1.0,2.0,3.0,3,89,50,350.0,Entire home/apt,3.8085933811679458,58.333333333333336,300-500,5.860786223465865
4,Copacabana,-22.96409,-43.18138,1.0,2.0,4.0,5,365,0,665.0,Entire home/apt,3.2751699337834848,166.25,500-1000,6.501289670540389
2,Camorim,-22.97507,-43.41561,1.0,1.0,1.0,5,365,3,893.0,Entire home/apt,21.157256811584936,446.5,500-1000,6.795705775173515
1,Barra da Tijuca,-23.0083,-43.42971,1.0,1.0,1.0,1,365,4,350.0,Private room,23.300492591650997,350.0,300-500,5.860786223465865
2,Barra da Tijuca,-23.00573,-43.34045,1.0,1.0,1.0,2,365,8,314.0,Private room,14.58774304048686,157.0,300-500,5.752572638825633
5,Recreio dos Bandeirantes,-23.02034,-43.47729,2.0,2.0,2.0,2,15,17,600.0,Entire home/apt,28.3507105327175,120.0,500-1000,6.398594934535208
3,Copacabana,-22.97469,-43.1911,1.5,1.0,3.0,2,30,63,419.0,Entire home/apt,3.2197762290431218,139.66666666666666,300-500,6.040254711277414
2,Ipanema,-22.980887373254397,-43.19897411473477,2.0,1.0,1.0,3,6,6,428.0,Entire home/apt,3.432463550049577,214.0,300-500,6.061456918928017
2,Barra da Tijuca,-23.0047,-43.34053,1.0,1.0,1.0,1,365,12,240.0,Entire home/apt,14.548663355943756,120.0,200-300,5.484796933490655
3,Barra da Tijuca,-22.99672,-43.37891,2.5,2.0,2.0,2,32,14,314.0,Entire home/apt,17.94682706815988,104.66666666666667,300-500,5.752572638825633
6,Gardênia Azul,-22.95844,-43.3477,2.0,2.0,3.0,4,365,2,600.0,Entire home/apt,14.066639957885384,100.0,500-1000,6.398594934535208
4,Ipanema,-22.98446,-43.19484,1.0,1.0,2.0,2,365,60,548.0,Entire home/apt,3.9596118217747427,137.0,500-1000,6.3080984415095305
2,Copacabana,-22.98467,-43.19177,1.0,1.0,1.0,4,365,11,309.0,Entire home/apt,4.117616607862796,154.5,300-500,5.736572297479192
2,Ipanema,-22.9835589,-43.2128111,1.0,1.0,2.0,1,35,27,431.0,Entire home/apt,3.528251734899998,215.5,300-500,6.068425588244111
8,Copacabana,-22.96812,-43.18743,2.0,3.0,4.0,3,365,2,683.0,Entire home/apt,2.9718913888892575,85.375,500-1000,6.52795791762255
2,Gávea,-22.973228690596777,-43.22638815449717,1.5,1.0,1.0,2,10,41,390.0,Entire home/apt,2.875901178925568,195.0,300-500,5.968707559985366
4,Copacabana,-22.97151,-43.18586,1.0,1.0,4.0,4,30,7,342.0,Entire home/apt,3.3345177029494146,85.5,300-500,5.83773044716594
5,Maracanã,-22.91582489013672,-43.23358154296875,2.0,2.0,4.0,2,365,32,397.0,Entire home/apt,4.6559700466317695,79.4,300-500,5.986452005284438
4,Barra da Tijuca,-23.01367,-43.30929,2.0,2.0,3.0,2,365,59,657.0,Entire home/apt,12.22492965127693,164.25,500-1000,6.489204931325317
6,Copacabana,-22.96794,-43.18376,2.0,1.0,2.0,5,365,3,600.0,Entire home/apt,3.267513395662121,100.0,500-1000,6.398594934535208
4,Camorim,-22.96932211678709,-43.42587288469076,2.0,2.0,2.0,2,10,6,280.0,Entire home/apt,22.135951546444904,70.0,200-300,5.638354669333745
4,Copacabana,-22.98456,-43.19165,1.5,2.0,2.0,4,6,6,620.0,Entire home/apt,4.11254757458853,155.0,500-1000,6.431331081933479
6,Ipanema,-22.9853,-43.20255,1.5,3.0,6.0,3,180,22,645.0,Entire home/apt,3.8020506867319455,107.5,500-1000,6.470799503782602
2,Santa Teresa,-22.92226,-43.18719,1.5,1.0,3.0,2,15,16,810.0,Private room,4.069430240273305,405.0,500-1000,6.698268054115413
7,Ipanema,-22.985641,-43.196159,2.0,1.0,1.0,2,90,0,800.0,Entire home/apt,4.028880858328152,114.28571428571429,500-1000,6.68586094706836
2,Leblon,-22.98282,-43.22337,1.0,1.0,1.0,2,30,20,350.0,Private room,3.681984919630675,175.0,300-500,5.860786223465865
4,Ipanema,-22.98284,-43.20061,2.0,2.0,4.0,4,365,1,1000.0,Entire home/apt,3.5862780604448132,250.0,500-1000,6.90875477931522
1,Flamengo,-22.93915,-43.17629,1.0,1.0,1.0,3,30,59,128.0,Private room,3.77901145614549,128.0,100-200,4.859812404361672
4,Laranjeiras,-22.93975,-43.1924,1.0,1.0,2.0,3,365,32,225.0,Entire home/apt,2.2935247776434244,56.25,200-300,5.420534999272286
5,Copacabana,-22.96728134155273,-43.18087005615234,2.0,3.0,3.0,2,15,15,512.0,Entire home/apt,3.482602200107976,102.4,500-1000,6.240275845170769
2,Copacabana,-22.97994,-43.19005,1.0,1.0,2.0,4,50,14,296.0,Entire home/apt,3.7556497675542033,148.0,200-300,5.6937321388027
3,Pechincha,-22.93019,-43.35844,1.0,1.0,1.0,3,120,16,96.0,Entire home/apt,15.340209072845965,32.0,<100,4.574710978503383
4,Botafogo,-22.95276,-43.17549,1.0,1.0,2.0,2,31,28,314.0,Entire home/apt,3.586004561986653,78.5,300-500,5.752572638825633
1,Jacarepaguá,-22.93273,-43.39222,1.0,1.0,1.0,2,2,0,92.0,Private room,18.729667553529115,92.0,<100,4.532599493153256
4,Humaitá,-22.95895767211914,-43.20076370239258,1.0,1.0,3.0,3,130,29,290.0,Entire home/apt,1.2687274275602078,72.5,200-300,5.673323267171493
2,Jacarepaguá,-22.96978,-43.3889,1.0,1.0,2.0,3,365,0,250.0,Private room,18.373393233583307,125.0,200-300,5.5254529391317835
7,Copacabana,-22.97604,-43.19101,1.5,2.0,5.0,5,30,12,646.0,Entire home/apt,3.3446906549430304,92.28571428571429,500-1000,6.472346294500901
1,Santa Teresa,-22.9208,-43.18172,1.0,1.0,1.0,1,30,51,86.0,Private room,4.543648521608886,86.0,<100,4.465908118654584
3,Botafogo,-22.94338,-43.18773,1.0,1.0,2.0,1,365,9,278.0,Entire home/apt,2.5166636156976834,92.66666666666667,200-300,5.631211781821365
1,Rio Comprido,-22.92244,-43.20642,1.5,1.0,1.0,1,365,0,700.0,Private room,3.302338993585417,700.0,500-1000,6.55250788703459
6,Copacabana,-22.97221,-43.18801,1.0,1.0,1.0,3,40,39,200.0,Entire home/apt,3.225258798753876,33.333333333333336,100-200,5.303304908059076
4,Recreio dos Bandeirantes,-23.01998,-43.45392,2.0,2.0,2.0,2,10,2,543.0,Entire home/apt,26.042499925226135,135.75,500-1000,6.298949246855942
2,Recreio dos Bandeirantes,-23.02891,-43.47062,1.0,1.0,1.0,1,365,29,169.0,Entire home/apt,27.96966863914905,84.5,100-200,5.135798437050262
3,Pechincha,-22.92985,-43.35883,1.0,0.0,1.0,3,365,18,109.0,Entire home/apt,15.385647136818035,36.333333333333336,100-200,4.700480365792417
5,Copacabana,-22.96786,-43.18328,1.0,1.0,1.0,6,365,0,380.0,Entire home/apt,3.304014254716534,76.0,300-500,5.942799375126701
2,Copacabana,-22.96494,-43.17677,1.0,1.0,1.0,5,10,14,245.0,Entire home/apt,3.745556892229224,122.5,200-300,5.5053315359323625
1,Tijuca,-22.92405128479004,-43.22214889526367,1.0,1.0,2.0,3,60,43,72.0,Private room,3.3184491955781894,72.0,<100,4.290459441148391
7,Copacabana,-22.96974,-43.18718,1.5,3.0,5.0,4,365,7,603.0,Entire home/apt,3.1041702641474442,86.14285714285714,500-1000,6.403574197934815
3,Barra da Tijuca,-23.00383,-43.30932,1.0,1.0,3.0,1,30,12,151.0,Entire home/apt,11.648398876632433,50.333333333333336,100-200,5.0238805208462765
4,Leblon,-22.98703,-43.22757,1.0,2.0,2.0,5,60,5,990.0,Entire home/apt,4.279383328985048,247.5,500-1000,6.898714534329988
3,Copacabana,-22.96912,-43.18538,1.0,1.0,1.0,2,15,10,347.0,Entire home/apt,3.2064227984403195,115.66666666666667,300-500,5.8522024797744745
4,Copacabana,-22.97300338745117,-43.18682861328125,1.0,1.0,3.0,3,90,37,345.0,Entire home/apt,3.37345094062918,86.25,300-500,5.846438775057724
2,Maracanã,-22.91162,-43.23316,1.0,1.0,2.0,3,730,44,90.0,Entire home/apt,5.0443791945802205,45.0,<100,4.51085950651685
6,Copacabana,-22.97029,-43.18355,2.0,3.0,6.0,1,10,30,380.0,Entire home/apt,3.434400573999911,63.333333333333336,300-500,5.942799375126701
5,Ipanema,-22.983924865722656,-43.19834518432617,1.5,2.0,4.0,3,120,40,466.0,Entire home/apt,3.7721730143384886,93.2,300-500,6.1463292576688975
2,Copacabana,-22.96168,-43.17584,1.0,1.0,1.0,4,60,22,370.0,Entire home/apt,3.7116616554905066,185.0,300-500,5.916202062607435
3,Flamengo,-22.93865,-43.17655,1.0,1.0,2.0,5,90,47,59.0,Private room,3.7756980413844485,19.666666666666668,<100,4.0943445622221
4,Leblon,-22.98633,-43.21916,2.0,1.0,3.0,1,365,38,606.0,Entire home/apt,3.9297613630163717,151.5,500-1000,6.408528791059498
3,Flamengo,-22.94096,-43.17607,1.0,1.0,2.0,5,365,18,359.0,Entire home/apt,3.72946732722539,119.66666666666667,300-500,5.886104031450156
2,Glória,-22.92307,-43.17382,1.0,1.0,1.0,2,60,6,180.0,Private room,4.938155783484524,90.0,100-200,5.198497031265826
2,Copacabana,-22.96343,-43.18018,1.0,1.0,4.0,2,15,25,300.0,Entire home/apt,3.358714343851949,150.0,200-300,5.707110264748875
6,Catete,-22.92608,-43.17935,1.0,1.0,2.0,1,180,49,182.0,Entire home/apt,4.291601899621278,30.333333333333332,100-200,5.209486152841421
3,Copacabana,-22.97967,-43.19001,1.0,1.0,1.0,3,20,66,395.0,Entire home/apt,3.7330637645863476,131.66666666666666,300-500,5.981414211254481
3,Centro,-22.911789,-43.189644,1.0,2.0,2.0,3,90,56,197.0,Entire home/apt,4.945148760796311,65.66666666666667,100-200,5.288267030694535
2,Lagoa,-22.97903,-43.20238,2.0,2.0,2.0,1,15,1,490.0,Private room,3.129171459439407,245.0,300-500,6.19644412779452
3,Recreio dos Bandeirantes,-23.021,-43.48556,1.0,1.0,3.0,1,90,26,176.0,Private room,29.18626033246288,58.666666666666664,100-200,5.176149732573829
2,Jacarepaguá,-22.96769,-43.3877,1.0,1.0,1.0,1,365,36,152.0,Entire home/apt,18.22754515606638,76.0,100-200,5.030437921392435
4,Leme,-22.96152,-43.16569,2.0,2.0,2.0,3,90,44,646.0,Entire home/apt,4.7110677195008215,161.5,500-1000,6.472346294500901
2,Ipanema,-22.98437,-43.20736,2.0,1.0,1.0,2,65,6,671.0,Entire home/apt,3.6247826426109344,335.5,500-1000,6.51025834052315
4,Ipanema,-22.98525,-43.19549,2.0,2.0,2.0,4,30,40,474.0,Entire home/apt,4.014144065093727,118.5,300-500,6.163314804034641
3,Maracanã,-22.91708,-43.2241,1.0,1.0,1.0,3,365,14,144.0,Entire home/apt,4.114672598329292,48.0,100-200,4.976733742420574
5,Jacarepaguá,-22.96963,-43.39604,1.0,2.0,2.0,1,365,43,350.0,Entire home/apt,19.098575848895226,70.0,300-500,5.860786223465865
4,Centro,-22.91181,-43.18402,1.0,2.0,3.0,3,90,3,600.0,Entire home/apt,5.217810961827262,150.0,500-1000,6.398594934535208
2,Centro,-22.90937,-43.19263,1.0,1.0,1.0,2,700,32,250.0,Entire home/apt,5.070857011894976,125.0,200-300,5.5254529391317835
2,Barra da Tijuca,-23.009878,-43.355621,1.0,1.0,2.0,2,90,52,570.0,Entire home/apt,16.19455426519558,285.0,500-1000,6.3473892096560105
2,Camorim,-22.97651,-43.41404,1.0,1.0,1.0,4,365,5,181.0,Entire home/apt,21.017857947296665,90.5,100-200,5.204006687076795
4,Botafogo,-22.94475,-43.18208,1.0,1.0,2.0,3,70,57,231.0,Entire home/apt,3.0167058242253337,57.75,200-300,5.44673737166631
6,Copacabana,-22.97072,-43.18582,2.0,3.0,3.0,3,365,1,936.0,Entire home/apt,3.28090671361389,156.0,500-1000,6.842683282238422
1,Barra da Tijuca,-23.00997,-43.36714,1.0,1.0,1.0,1,365,8,140.0,Private room,17.28647931893273,140.0,100-200,4.948759890378168
3,Leblon,-22.9836,-43.23314,1.0,1.0,1.0,2,28,7,590.0,Entire home/apt,4.218690070118768,196.66666666666666,500-1000,6.3818160174060985
4,Glória,-22.919798,-43.179268,1.0,1.0,2.0,2,31,44,230.0,Entire home/apt,4.792798121225181,57.5,200-300,5.442417710521793
6,Barra da Tijuca,-23.01064,-43.34173,3.0,2.0,4.0,3,365,41,580.0,Entire home/apt,14.937644374795214,96.66666666666667,500-1000,6.364750756851911
4,Copacabana,-22.98044,-43.19245,2.0,2.0,2.0,2,30,30,448.0,Entire home/apt,3.6723492037624013,112.0,300-500,6.1070228877422545
2,Jacarepaguá,-22.96905,-43.38918,1.0,1.0,1.0,2,365,50,140.0,Entire home/apt,18.39334917281911,70.0,100-200,4.948759890378168
1,Barra da Tijuca,-23.01262,-43.29617,1.0,1.0,1.0,2,30,5,164.0,Private room,11.067887442349338,164.0,100-200,5.10594547390058
2,Barra da Tijuca,-23.010858460375267,-43.36186967790127,1.5,1.0,1.0,5,365,11,350.0,Entire home/apt,16.825419189456927,175.0,300-500,5.860786223465865
4,Leblon,-22.98221,-43.2181,2.5,2.0,3.0,2,70,36,558.0,Entire home/apt,3.4589696451113454,139.5,500-1000,6.326149473155099
2,Laranjeiras,-22.93567,-43.18015,1.5,1.0,1.0,2,10,9,100.0,Entire home/apt,3.5937752199109174,50.0,<100,4.61512051684126
2,Ipanema,-22.98217,-43.20623,0.5,1.0,1.0,2,15,4,1000.0,Entire home/apt,3.3941415056707425,500.0,500-1000,6.90875477931522
2,Pechincha,-22.93041,-43.35831,1.0,1.0,1.0,3,365,28,95.0,Entire home/apt,15.323217012401171,47.5,<100,4.564348191467836
5,Copacabana,-22.97455596923828,-43.19205474853516,2.0,3.0,3.0,3,90,20,542.0,Entire home/apt,3.1484749378273063,108.4,500-1000,6.297109319933935
6,Copacabana,-22.96847,-43.18558,1.0,2.0,3.0,1,369,17,227.0,Entire home/apt,3.1471738676738794,37.833333333333336,200-300,5.429345628954441
5,Copacabana,-22.97139,-43.19106,1.0,1.0,4.0,2,365,8,1000.0,Entire home/apt,2.9424858182386333,200.0,500-1000,6.90875477931522
7,Copacabana,-22.96449,-43.17586,1.0,1.0,3.0,1,365,0,120.0,Entire home/apt,3.812985430401276,17.142857142857142,100-200,4.795790545596741
3,Copacabana,-22.96135,-43.1745,1.0,1.0,1.0,1,30,56,203.0,Entire home/apt,3.8328334053859217,67.66666666666667,200-300,5.318119993844216
3,Lagoa,-22.9766,-43.19784,2.0,2.0,2.0,3,10,27,656.0,Entire home/apt,3.0370021272879555,218.66666666666666,500-1000,6.487684018484611
5,Copacabana,-22.9702,-43.18822,1.0,1.0,1.0,5,365,5,350.0,Entire home/apt,3.056840211307717,70.0,300-500,5.860786223465865
5,Ipanema,-22.98464,-43.19791,3.0,2.0,2.0,5,365,1,518.0,Entire home/apt,3.861970039015405,103.6,500-1000,6.251903883165888
2,Leme,-22.963772,-43.172437,1.0,0.0,1.0,3,28,59,245.0,Entire home/apt,4.114684807132206,122.5,200-300,5.5053315359323625
2,Pechincha,-22.93051,-43.35659,1.0,0.0,1.0,3,365,34,95.0,Entire home/apt,15.147513250032247,47.5,<100,4.564348191467836
2,Ipanema,-22.98593,-43.19401,1.0,1.0,1.0,1,365,24,220.0,Private room,4.143488813646309,110.0,200-300,5.3981627015177525
4,Flamengo,-22.93847,-43.17518,2.0,2.0,3.0,3,65,34,470.0,Entire home/apt,3.9128415735913884,117.5,300-500,6.154858094016418
2,Pechincha,-22.92874,-43.3571,1.0,1.0,1.0,3,365,25,87.0,Entire home/apt,15.231227851592351,43.5,<100,4.477336814478207
2,Botafogo,-22.94146,-43.18065,1.0,1.0,1.0,2,60,46,113.0,Private room,3.269544770587847,56.5,100-200,4.736198448394496
2,Taquara,-22.92597,-43.37034,1.0,1.0,1.0,1,90,31,139.0,Private room,16.619901731424214,69.5,100-200,4.941642422609304
4,Copacabana,-22.96755,-43.18574,1.0,1.0,2.0,1,90,32,186.0,Entire home/apt,3.07488428686048,46.5,100-200,5.231108616854587
2,Copacabana,-22.982574,-43.192307,1.0,1.0,1.0,5,360,24,243.0,Entire home/apt,3.886232934110888,121.5,200-300,5.497168225293202
3,Copacabana,-22.97715,-43.19254,1.5,1.0,4.0,2,40,20,400.0,Entire home/apt,3.356212015908845,133.33333333333334,300-500,5.993961427306569
4,Copacabana,-22.96592,-43.18115,1.0,2.0,2.0,5,90,6,850.0,Entire home/apt,3.3853567032324556,212.5,500-1000,6.7464121285733745
2,Botafogo,-22.95368,-43.19285,1.0,1.0,1.0,2,15,12,310.0,Entire home/apt,1.8180115559247032,155.0,300-500,5.739792912179234
3,Copacabana,-22.9718,-43.189,1.0,1.0,2.0,3,90,10,289.0,Entire home/apt,3.1212104335748294,96.33333333333333,200-300,5.66988092298052
3,Jacarepaguá,-22.96338,-43.40163,1.0,1.0,2.0,1,90,37,165.0,Entire home/apt,19.610923289259144,55.0,100-200,5.111987788356544
3,Barra da Tijuca,-23.00739,-43.29527,1.0,1.0,1.0,3,30,30,190.0,Entire home/apt,10.647947784835823,63.333333333333336,100-200,5.25227342804663
5,Catete,-22.92893,-43.1788,3.0,3.0,3.0,2,365,21,582.0,Entire home/apt,4.130475439309959,116.4,500-1000,6.368187186350492
4,Copacabana,-22.96787,-43.18593,1.0,2.0,3.0,5,365,13,240.0,Entire home/apt,3.07924543882661,60.0,200-300,5.484796933490655
4,Copacabana,-22.98315,-43.19444,1.0,1.0,2.0,1,90,43,190.0,Entire home/apt,3.844215893564616,47.5,100-200,5.25227342804663
4,Ipanema,-22.98498,-43.2021,2.0,2.0,3.0,3,365,1,366.0,Entire home/apt,3.7775224008665544,91.5,300-500,5.905361848054571
6,Freguesia (Jacarepaguá),-22.93518,-43.34381,1.0,2.0,4.0,4,60,29,241.0,Entire home/apt,13.776733109297226,40.166666666666664,200-300,5.488937726156687
6,Copacabana,-22.96695952208941,-43.18217253648283,2.5,2.0,3.0,1,365,0,1080.0,Entire home/apt,3.3490407016396,180.0,>1000,6.985641817639208
3,Barra da Tijuca,-23.009851,-43.352768,1.0,1.0,1.0,2,29,7,699.0,Entire home/apt,15.925843237041363,233.0,500-1000,6.551080335043404
2,Humaitá,-22.95563,-43.19647,1.0,1.0,2.0,2,365,35,285.0,Entire home/apt,1.4952146197317808,142.5,200-300,5.655991810819852
2,Humaitá,-22.95423,-43.19764,2.0,1.0,1.0,5,365,2,355.0,Entire home/apt,1.3419953327900145,177.5,300-500,5.87493073085203
8,Recreio dos Bandeirantes,-23.02409,-43.47583,2.0,2.0,3.0,3,180,22,161.0,Entire home/apt,28.32175567530883,20.125,100-200,5.087596335232384
