accommodates,neighbourhood_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,room_type,dist_to_cristo_km,price_per_person,price_category,log_price
3,Centro,-22.9147903,-43.1866078,1.0,1.0,1.0,2,365,1,176.0,Entire home/apt,4.797251222791702,58.666666666666664,100-200,5.176149732573829
2,Gávea,-22.981594278934857,-43.23915861546993,1.0,1.0,1.0,5,365,0,197.0,Private room,4.4171379379020275,98.5,100-200,5.288267030694535
3,Santa Teresa,-22.920803844625343,-43.1924952170825,1.0,1.0,2.0,1,365,1,100.0,Entire home/apt,3.918592210267139,33.333333333333336,<100,4.61512051684126
5,Leme,-22.96337,-43.16789,2.0,3.0,3.0,3,90,7,415.0,Entire home/apt,4.545339338911498,83.0,300-500,6.030685260261263
4,Copacabana,-22.9640442,-43.1750444,1.0,1.0,1.0,2,30,0,300.0,Entire home/apt,3.873226850704982,75.0,200-300,5.707110264748875
2,Copacabana,-22.97515363484457,-43.18869864440904,1.0,1.0,1.0,1,365,12,290.0,Entire home/apt,3.415845600587062,145.0,200-300,5.673323267171493
2,Copacabana,-22.9673467,-43.1813791,1.0,0.0,1.0,2,90,6,242.0,Entire home/apt,3.4409179677100945,121.0,200-300,5.493061443340548
5,Barra da Tijuca,-23.012169991315773,-43.32169521600008,2.0,2.0,2.0,3,365,1,581.0,Entire home/apt,13.209262051873765,116.2,500-1000,6.366470447731438
2,Copacabana,-22.9668089,-43.19151309999999,1.0,1.0,1.0,2,365,2,349.0,Private room,2.554879336343683,174.5,300-500,5.857933154483459
4,Copacabana,-22.9771637,-43.19136049999999,1.0,1.0,2.0,2,365,7,254.0,Entire home/apt,3.4251134307977504,63.5,200-300,5.541263545158426
3,Copacabana,-22.963888913867397,-43.180091018680045,1.0,1.0,2.0,2,10,0,405.0,Entire home/apt,3.3868905619742677,135.0,300-500,6.0063531596017325
4,Barra da Tijuca,-23.010476096697893,-43.32667842507362,1.0,1.0,1.0,2,365,5,719.0,Entire home/apt,13.559904291980073,179.75,500-1000,6.579251212010101
4,Copacabana,-22.9745544,-43.1889617,1.0,1.0,1.0,3,86,0,232.0,Private room,3.3478916234414267,58.0,200-300,5.4510384535657
5,Copacabana,-22.98486,-43.19132,3.5,3.0,3.0,4,365,0,1120.0,Entire home/apt,4.157882333487916,224.0,>1000,7.02197642307216
8,Leblon,-22.98390329487704,-43.22774389384255,2.0,3.0,3.0,1,180,14,1019.0,Entire home/apt,3.972454214904529,127.375,>1000,6.927557906278317
4,Vidigal,-22.99491898761476,-43.24291799000108,1.0,2.0,2.0,1,180,3,207.0,Entire home/apt,5.822054490394929,51.75,200-300,5.337538079701318
4,Leme,-22.961994,-43.170157,2.0,2.0,3.0,3,365,1,855.0,Entire home/apt,4.280419798980872,213.75,500-1000,6.752270376141742
4,Copacabana,-22.967259109798864,-43.18186193704605,1.0,1.0,2.0,2,365,2,332.0,Entire home/apt,3.3932595756185693,83.0,300-500,5.808142489980444
4,Copacabana,-22.966465115962038,-43.18507145156657,2.0,2.0,2.0,4,365,0,503.0,Entire home/apt,3.066170947315212,125.75,500-1000,6.222576268071369
2,Copacabana,-22.97966298762068,-43.19009149843828,1.0,1.0,1.0,1,365,12,244.0,Private room,3.727735552355659,122.0,200-300,5.501258210544727
4,Ipanema,-22.980209231302165,-43.20049691331225,1.0,2.0,2.0,5,365,1,854.0,Entire home/apt,3.3102496765591747,213.5,500-1000,6.75110146893676
1,Laranjeiras,-22.9349986,-43.18182789999999,1.0,1.0,1.0,2,90,1,130.0,Private room,3.4859577564811097,130.0,100-200,4.875197323201151
3,Centro,-22.90810615571223,-43.17753539194597,1.0,1.0,1.0,1,720,6,144.0,Entire home/apt,5.925362460495526,48.0,100-200,4.976733742420574
2,Taquara,-22.92654,-43.36659,2.0,1.0,1.0,1,365,3,266.0,Private room,16.230689967705217,133.0,200-300,5.58724865840025
2,Barra da Tijuca,-23.0041031,-43.3089995,1.0,1.0,1.0,4,365,0,228.0,Private room,11.635026728040014,114.0,200-300,5.43372200355424
3,Copacabana,-22.966026465872314,-43.17635368555784,1.0,1.0,3.0,3,90,4,315.0,Entire home/apt,3.83278832839894,105.0,300-500,5.755742213586912
5,Camorim,-22.9804488,-43.4226697,1.0,2.0,3.0,1,365,5,306.0,Entire home/apt,21.95289967264724,61.2,300-500,5.726847747587197
2,Flamengo,-22.9381482,-43.1766769,1.0,1.0,1.0,2,30,3,250.0,Private room,3.785933712611797,125.0,200-300,5.5254529391317835
3,Recreio dos Bandeirantes,-23.0253847,-43.4786305,1.0,1.0,1.0,2,365,6,174.0,Entire home/apt,28.637405681218727,58.0,100-200,5.1647859739235145
2,Jardim Botânico,-22.9646439,-43.22290040000001,1.0,1.0,1.0,1,20,3,765.0,Entire home/apt,1.9026398453530118,382.5,500-1000,6.641182169740591
6,Copacabana,-22.974756577581363,-43.18744434922906,2.0,2.0,3.0,2,365,11,513.0,Entire home/apt,3.468634054856557,85.5,500-1000,6.2422232654551655
4,Glória,-22.9223052,-43.1742304,1.0,2.0,2.0,3,365,2,428.0,Entire home/apt,4.962256865477148,107.0,300-500,6.061456918928017
4,Barra da Tijuca,-23.005000272553374,-43.34155939577027,1.0,1.0,2.0,1,365,2,284.0,Entire home/apt,14.658547991013082,71.0,200-300,5.652489180268651
2,Copacabana,-22.981593903999084,-43.1921710316535,1.0,1.0,1.0,1,365,9,250.0,Private room,3.797806123048143,125.0,200-300,5.5254529391317835
4,Copacabana,-22.96365,-43.17469,1.0,1.0,3.0,2,365,6,404.0,Entire home/apt,3.892330032165416,101.0,300-500,6.003887067106539
4,Copacabana,-22.967037983029737,-43.18568323587212,2.0,2.0,2.0,2,6,2,420.0,Entire home/apt,3.0478726916303174,105.0,300-500,6.042632833682381
4,Barra da Tijuca,-22.97302,-43.38775,2.0,2.0,2.0,1,365,3,769.0,Entire home/apt,18.298869834275784,192.25,500-1000,6.646390514847729
2,Botafogo,-22.95149329793009,-43.18291988723389,1.0,1.0,1.0,2,7,1,540.0,Private room,2.8243466808231177,270.0,500-1000,6.293419278846481
4,Copacabana,-22.9637341,-43.1787648,2.5,2.0,2.0,3,365,1,843.0,Entire home/apt,3.50562802988641,210.75,500-1000,6.738152494595957
5,Barra da Tijuca,-23.01219467619254,-43.32157384604216,2.0,2.0,2.0,5,365,4,578.0,Entire home/apt,13.199949877114133,115.6,500-1000,6.361302477572996
1,Laranjeiras,-22.93419875017021,-43.17930880934,2.0,1.0,1.0,1,365,3,243.0,Private room,3.7517168178211175,243.0,200-300,5.497168225293202
4,Andaraí,-22.92593592550359,-43.250947024907525,1.0,1.0,1.0,1,365,1,90.0,Private room,5.0487696203617825,22.5,<100,4.51085950651685
2,Botafogo,-22.95339,-43.18381,2.0,1.0,1.0,2,365,3,148.0,Private room,2.7378426362998507,74.0,100-200,5.003946305945459
3,Centro,-22.91646,-43.17777,1.0,1.0,1.0,3,364,2,175.0,Entire home/apt,5.17335116975002,58.333333333333336,100-200,5.170483995038151
4,Leme,-22.9620608,-43.1695429,1.5,1.0,2.0,2,15,2,427.0,Entire home/apt,4.343052900173839,106.75,300-500,6.059123195581797
3,Leblon,-22.98456422649587,-43.22221409529448,1.0,1.0,1.0,2,90,7,600.0,Entire home/apt,3.8249712036341483,200.0,500-1000,6.398594934535208
3,Copacabana,-22.979604309593903,-43.19138679653406,1.0,2.0,3.0,1,365,5,290.0,Entire home/apt,3.649544581024972,96.66666666666667,200-300,5.673323267171493
4,Lagoa,-22.979958232206155,-43.20383687110832,1.0,2.0,1.0,1,365,0,600.0,Entire home/apt,3.193642359727787,150.0,500-1000,6.398594934535208
3,Rio Comprido,-22.927368555516157,-43.21149161232329,1.0,1.0,1.0,1,365,0,230.0,Private room,2.7296614891019195,76.66666666666667,200-300,5.442417710521793
6,Copacabana,-22.96622017442625,-43.1809685826993,2.0,2.0,2.0,5,365,7,342.0,Entire home/apt,3.417277215511421,57.0,300-500,5.83773044716594
4,Barra da Tijuca,-23.0143952,-43.3095823,1.5,1.0,1.0,5,365,1,679.0,Entire home/apt,12.295067780360842,169.75,500-1000,6.522092798170152
2,Copacabana,-22.964844940333403,-43.17603429617083,1.0,1.0,1.0,1,365,10,297.0,Private room,3.8111179299548685,148.5,200-300,5.697093486505405
6,Santa Teresa,-22.92172,-43.1823,1.0,2.0,3.0,1,15,6,120.0,Entire home/apt,4.4273076007605,20.0,100-200,4.795790545596741
6,Jacarepaguá,-22.96335,-43.39762,2.0,3.0,5.0,2,20,1,800.0,Entire home/apt,19.201019206530162,133.33333333333334,500-1000,6.68586094706836
2,Botafogo,-22.9524,-43.18284,1.0,1.0,1.0,2,365,2,252.0,Entire home/apt,2.8327005897259334,126.0,200-300,5.53338948872752
2,Flamengo,-22.9330286476578,-43.17654007511944,1.0,0.0,1.0,2,365,4,189.0,Entire home/apt,4.061530767336207,94.5,100-200,5.247024072160486
3,Ipanema,-22.98259702377276,-43.20019146973409,1.0,1.0,2.0,1,365,0,342.0,Entire home/apt,3.5727901480317357,114.0,300-500,5.83773044716594
2,Centro,-22.908559944029577,-43.17932191846799,1.0,1.0,1.0,5,365,0,333.0,Entire home/apt,5.780934836415632,166.5,300-500,5.8111409929767
4,Rio Comprido,-22.926711728127984,-43.21350026042305,1.0,1.0,1.0,1,365,0,423.0,Private room,2.8176083058828802,105.75,300-500,6.049733455231958
6,Leblon,-22.9829749,-43.216181,1.5,2.0,3.0,1,365,2,801.0,Entire home/apt,3.503979735711548,133.5,500-1000,6.687108607866515
4,Copacabana,-22.9655,-43.17804,1.0,1.0,2.0,1,30,12,217.0,Entire home/apt,3.651353734859795,54.25,200-300,5.384495062789089
4,Copacabana,-22.969122855229983,-43.18451561204089,2.0,2.0,2.0,3,365,2,600.0,Entire home/apt,3.2780221059040127,150.0,500-1000,6.398594934535208
4,Centro,-22.9085651,-43.177743,1.0,2.0,1.0,2,365,7,174.0,Entire home/apt,5.871317790206781,43.5,100-200,5.1647859739235145
2,Leme,-22.9627712,-43.1703906,1.0,1.0,1.0,3,365,1,480.0,Entire home/apt,4.2809277682363245,240.0,300-500,6.175867270105761
4,Botafogo,-22.94144138381144,-43.18571225272972,1.0,1.0,2.0,1,365,18,173.0,Entire home/apt,2.7919010850818315,43.25,100-200,5.159055299214529
4,Barra da Tijuca,-23.0033524,-43.3093897,1.0,1.0,2.0,1,365,12,350.0,Entire home/apt,11.628391326153055,87.5,300-500,5.860786223465865
5,Ipanema,-22.98501,-43.19745,2.0,3.0,5.0,1,365,6,902.0,Entire home/apt,3.916590575127861,180.4,500-1000,6.805722553416985
6,Botafogo,-22.95398610627832,-43.17567844078079,1.0,2.0,4.0,1,720,15,199.0,Entire home/apt,3.572956162976053,33.166666666666664,100-200,5.298317366548036
4,Santa Teresa,-22.914470818395564,-43.19042956671328,1.0,1.0,3.0,4,27,1,203.0,Entire home/apt,4.641777875665204,50.75,200-300,5.318119993844216
4,Ipanema,-22.9812048,-43.1989515,1.0,2.0,2.0,1,7,1,720.0,Entire home/apt,3.466418233686444,180.0,500-1000,6.580639137284949
2,Laranjeiras,-22.933674654037542,-43.1806368842576,1.0,1.0,1.0,5,120,2,124.0,Private room,3.66851623131793,62.0,100-200,4.8283137373023015
3,Recreio dos Bandeirantes,-23.0033854,-43.4475505,1.0,1.0,3.0,3,365,0,371.0,Entire home/apt,24.93356641085326,123.66666666666667,300-500,5.918893854273146
4,Copacabana,-22.9636137,-43.1761448,1.0,1.0,2.0,2,28,0,482.0,Entire home/apt,3.7509491488990676,120.5,300-500,6.180016653652572
4,Copacabana,-22.975344597613752,-43.19005038589239,1.0,2.0,2.0,4,8,0,800.0,Private room,3.3435887983023656,200.0,500-1000,6.68586094706836
1,Copacabana,-22.96317,-43.17885,2.0,1.0,1.0,1,365,3,135.0,Private room,3.4744371823412457,135.0,100-200,4.912654885736052
2,Barra da Tijuca,-23.003375720310174,-43.307408601582864,2.0,1.0,1.0,1,365,11,295.0,Private room,11.453556460973877,147.5,200-300,5.69035945432406
4,Copacabana,-22.9641737,-43.1812702,1.5,1.0,4.0,3,6,5,351.0,Entire home/apt,3.289257278115466,87.75,300-500,5.863631175598097
3,Botafogo,-22.947853,-43.182764,1.0,1.0,1.0,2,60,2,162.0,Entire home/apt,2.8754159338780507,54.0,100-200,5.093750200806762
4,Copacabana,-22.96366611857047,-43.18145960569382,1.0,1.0,1.0,1,365,7,558.0,Entire home/apt,3.2484882298244875,139.5,500-1000,6.326149473155099
4,Copacabana,-22.98361,-43.19178,1.0,1.0,1.0,2,60,10,260.0,Entire home/apt,4.013201231722604,65.0,200-300,5.564520407322694
6,Copacabana,-22.968889952084776,-43.18213887512684,1.5,2.0,2.0,5,365,1,1036.0,Entire home/apt,3.464235533502154,172.66666666666666,>1000,6.9440872082295275
1,Copacabana,-22.9819312,-43.1950232,1.0,1.0,1.0,1,365,0,80.0,Shared room,3.6961807430018427,80.0,<100,4.394449154672439
2,Copacabana,-22.97908668725986,-43.19063712722354,1.0,1.0,3.0,2,180,7,278.0,Entire home/apt,3.643372161418214,139.0,200-300,5.631211781821365
2,Catete,-22.92411,-43.17863,2.0,1.0,1.0,3,10,0,540.0,Entire home/apt,4.4943985585754405,270.0,500-1000,6.293419278846481
5,Centro,-22.90654692020433,-43.17518397617209,1.0,1.0,1.0,3,365,2,450.0,Entire home/apt,6.205848439187079,90.0,300-500,6.111467339502679
2,Leblon,-22.9867810286274,-43.22606065867464,1.0,1.0,1.0,3,90,13,379.0,Entire home/apt,4.193016920787702,189.5,300-500,5.940171252720432
4,Copacabana,-22.9647649,-43.1896875,1.5,1.0,2.0,2,35,6,189.0,Entire home/apt,2.566559402160949,47.25,100-200,5.247024072160486
3,Camorim,-22.9805226,-43.4226664,1.0,1.0,1.0,3,365,0,241.0,Entire home/apt,21.953747667313863,80.33333333333333,200-300,5.488937726156687
4,Barra da Tijuca,-23.00124,-43.37134,1.0,1.0,1.0,3,10,1,579.0,Entire home/apt,17.355681300416542,144.75,500-1000,6.363028103540465
2,Rio Comprido,-22.92682,-43.21358,1.0,1.0,1.0,1,365,6,126.0,Shared room,2.806546992420946,63.0,100-200,4.844187086458591
4,Copacabana,-22.972861970882143,-43.19139317832354,1.5,1.0,2.0,1,90,8,238.0,Entire home/apt,3.0429879492975433,59.5,200-300,5.476463551931511
3,Copacabana,-22.96366,-43.17849,1.0,1.0,1.0,2,30,5,245.0,Entire home/apt,3.528661618642168,81.66666666666667,200-300,5.5053315359323625
7,Copacabana,-22.972282272959045,-43.189563565606704,1.0,3.0,4.0,2,120,0,960.0,Entire home/apt,3.119525985103121,137.14285714285714,500-1000,6.8679744089702925
3,Centro,-22.91054,-43.18717,1.0,1.0,1.0,1,365,10,91.0,Entire home/apt,5.1825793854559965,30.333333333333332,<100,4.5217885770490405
4,Rio Comprido,-22.92558,-43.21383,1.0,1.0,1.0,1,365,0,192.0,Private room,2.9464491756462374,48.0,100-200,5.262690188904886
2,Copacabana,-22.97544088988418,-43.192678280174725,1.0,1.0,1.0,3,365,1,250.0,Entire home/apt,3.190813207155245,125.0,200-300,5.5254529391317835
4,Copacabana,-22.9627065,-43.1758409,1.0,2.0,2.0,2,90,1,329.0,Entire home/apt,3.7465938927135545,82.25,300-500,5.799092654460526
6,Copacabana,-22.983798581619265,-43.18908051486188,3.0,3.0,3.0,3,90,1,1061.0,Entire home/apt,4.1701128128274325,176.83333333333334,>1000,6.967909201801884
2,Botafogo,-22.95517803144703,-43.18956184240942,1.0,1.0,1.0,2,365,4,129.0,Private room,2.1746373084617185,64.5,100-200,4.867534450455582
2,Copacabana,-22.974011189916705,-43.18860404603271,1.0,1.0,1.0,3,365,5,261.0,Entire home/apt,3.3272468170035276,130.5,200-300,5.568344503761097
2,Jacarepaguá,-22.9740622,-43.4132359,1.0,1.0,1.0,3,365,1,200.0,Entire home/apt,20.9025880291036,100.0,100-200,5.303304908059076
4,Curicica,-22.9506152,-43.380742,1.0,1.0,3.0,5,5,0,313.0,Entire home/apt,17.432070371654195,78.25,300-500,5.749392985908253
2,Copacabana,-22.96465,-43.17627,1.0,1.0,1.0,1,30,2,350.0,Private room,3.780603697305969,175.0,300-500,5.860786223465865
4,Botafogo,-22.9535766,-43.1844793,1.5,1.0,3.0,4,10,1,650.0,Entire home/apt,2.670807180523746,162.5,500-1000,6.478509642208569
4,Centro,-22.91297,-43.18409,1.0,1.0,2.0,1,720,9,189.0,Entire home/apt,5.104244257416474,47.25,100-200,5.247024072160486
2,Copacabana,-22.9704998,-43.1855515,1.0,1.0,2.0,3,5,9,280.0,Entire home/apt,3.286664481686857,140.0,200-300,5.638354669333745
2,Flamengo,-22.937971619443903,-43.17686906586904,1.0,1.0,1.0,4,365,8,164.0,Private room,3.775954322662872,82.0,100-200,5.10594547390058
5,Copacabana,-22.97751800474092,-43.18932928328278,1.0,1.0,4.0,5,365,5,350.0,Entire home/apt,3.579462834528038,70.0,300-500,5.860786223465865
2,Leme,-22.96341,-43.16755,1.0,1.0,1.0,3,365,0,748.0,Private room,4.580003290457164,374.0,500-1000,6.618738983517219
4,Copacabana,-22.9673467,-43.1813791,1.0,1.0,1.0,2,365,8,180.0,Entire home/apt,3.4409179677100945,45.0,100-200,5.198497031265826
5,Jacarepaguá,-22.9671284,-43.4112942,1.0,2.0,3.0,4,60,0,693.0,Entire home/apt,20.628160257448314,138.6,500-1000,6.542471960506805
2,Camorim,-22.9798,-43.42196,1.0,1.0,1.0,1,365,7,118.0,Entire home/apt,21.870707453931807,59.0,100-200,4.77912349311153
4,Flamengo,-22.9391118,-43.1793323,2.0,2.0,2.0,4,10,1,855.0,Entire home/apt,3.493926587551563,213.75,500-1000,6.752270376141742
3,Rio Comprido,-22.917539701589003,-43.20929255336523,1.0,2.0,2.0,4,365,0,500.0,Entire home/apt,3.8226911460449795,166.66666666666666,300-500,6.2166061010848646
4,Camorim,-22.981384751104613,-43.42295871401937,1.0,1.0,2.0,1,365,1,220.0,Entire home/apt,21.997374593913495,55.0,200-300,5.3981627015177525
4,Centro,-22.91279,-43.18786,1.0,1.0,2.0,2,365,0,199.0,Entire home/apt,4.9282591701094915,49.75,100-200,5.298317366548036
4,Copacabana,-22.97623,-43.19061,1.0,1.0,2.0,3,90,0,180.0,Entire home/apt,3.3861382894611007,45.0,100-200,5.198497031265826
2,Leme,-22.962394094211408,-43.16722566931152,1.0,1.0,1.0,3,365,0,823.0,Private room,4.58185003624612,411.5,500-1000,6.714170529909472
4,Copacabana,-22.9628636,-43.1756065,1.0,1.0,1.0,2,20,4,240.0,Entire home/apt,3.7749368163997463,60.0,200-300,5.484796933490655
2,Rio Comprido,-22.925177179929488,-43.2136908804143,1.0,1.0,1.0,1,365,3,122.0,Shared room,2.9893535948963774,61.0,100-200,4.812184355372417
5,Copacabana,-22.96558015860276,-43.17826588594093,3.0,2.0,3.0,2,28,2,448.0,Entire home/apt,3.634036493110756,89.6,300-500,6.1070228877422545
3,Copacabana,-22.96695,-43.18221,1.0,1.0,2.0,2,15,1,251.0,Private room,3.34518968858056,83.66666666666667,200-300,5.529429087511423
4,Ipanema,-22.9844166,-43.1950806,1.0,1.0,2.0,2,365,7,710.0,Entire home/apt,3.945279155349504,177.5,500-1000,6.566672429803241
3,Santa Teresa,-22.924586467291796,-43.19192324961944,3.0,1.0,1.0,1,365,0,135.0,Private room,3.5836970283679603,45.0,100-200,4.912654885736052
4,Copacabana,-22.986246323205307,-43.19204681146093,1.5,1.0,3.0,1,365,9,550.0,Entire home/apt,4.26086238723563,137.5,500-1000,6.311734809152915
4,Copacabana,-22.968484322561665,-43.18231724202633,1.0,1.0,2.0,3,30,11,307.0,Entire home/apt,3.4244476943798796,76.75,300-500,5.730099782973575
3,Camorim,-22.98232,-43.4162,1.0,1.0,1.0,3,89,5,288.0,Entire home/apt,21.329563539310566,96.0,200-300,5.666426688112432
5,Recreio dos Bandeirantes,-23.0277293,-43.4779376,2.0,1.0,5.0,2,365,6,183.0,Entire home/apt,28.644860253417953,36.6,100-200,5.214935757608986
5,Jacarepaguá,-22.970893988320466,-43.395891851342775,2.0,2.0,3.0,2,30,10,413.0,Entire home/apt,19.09843210025593,82.6,300-500,6.025865973825314
2,Jacarepaguá,-22.96863650632315,-43.391912430524826,1.0,1.0,1.0,1,365,1,152.0,Private room,18.667013389726936,76.0,100-200,5.030437921392435
2,Centro,-22.91406328479811,-43.18936555475042,1.0,1.0,2.0,3,8,0,750.0,Entire home/apt,4.731294472842986,375.0,500-1000,6.621405651764134
4,Copacabana,-22.98082,-43.18989,1.0,1.0,2.0,1,365,0,1072.0,Entire home/apt,3.846231522033454,268.0,>1000,6.9782137426306985
6,Centro,-22.9141266,-43.1834788,1.0,2.0,3.0,2,30,8,316.0,Entire home/apt,5.029793399696662,52.666666666666664,300-500,5.75890177387728
3,Copacabana,-22.9708194,-43.1832352,1.0,1.0,1.0,3,30,6,273.0,Entire home/apt,3.495453853588138,91.0,200-300,5.6131281063880705
2,Copacabana,-22.982238781640337,-43.19294013082981,1.5,1.0,2.0,3,6,2,300.0,Private room,3.822651590016424,150.0,200-300,5.707110264748875
4,Barra da Tijuca,-23.0039918337124,-43.324950035382905,3.0,2.0,2.0,2,365,2,500.0,Entire home/apt,13.070105130719803,125.0,300-500,6.2166061010848646
4,Ipanema,-22.9863991,-43.1937682,1.0,1.0,2.0,2,90,3,808.0,Entire home/apt,4.201209686911035,202.0,500-1000,6.695798917058491
3,Centro,-22.9092531,-43.1718412,1.0,1.0,1.0,2,365,2,112.0,Private room,6.177471074305868,37.333333333333336,100-200,4.727387818712341
2,Copacabana,-22.9812742,-43.1919489,1.0,1.0,1.0,5,10,1,366.0,Private room,3.7783220781536375,183.0,300-500,5.905361848054571
4,Copacabana,-22.9721977,-43.1924094,1.0,1.0,2.0,2,180,2,295.0,Entire home/apt,2.919703769881466,73.75,200-300,5.69035945432406
4,Copacabana,-22.97899,-43.18951,1.0,1.0,2.0,3,28,0,593.0,Entire home/apt,3.7002615814842996,148.25,500-1000,6.386879319362645
2,Laranjeiras,-22.93856,-43.19122,2.0,1.0,1.0,1,365,1,240.0,Private room,2.4693757497434716,120.0,200-300,5.484796933490655
4,Copacabana,-22.976865985113044,-43.19026997935565,1.0,1.0,1.0,2,365,9,463.0,Entire home/apt,3.4636031507598593,115.75,300-500,6.139884552226255
4,Copacabana,-22.9729171,-43.1884229,1.0,1.0,2.0,2,365,15,248.0,Entire home/apt,3.251259054501171,62.0,200-300,5.517452896464707
4,Centro,-22.910809628088945,-43.17641440674592,1.0,0.0,0.0,1,27,13,150.0,Entire home/apt,5.749830654667076,37.5,100-200,5.017279836814924
4,Copacabana,-22.97661359806308,-43.18975966926002,2.0,2.0,2.0,1,90,0,496.0,Entire home/apt,3.472849303220967,124.0,300-500,6.208590026096629
6,Copacabana,-22.970719661686687,-43.18449061215611,2.5,3.0,5.0,2,120,12,799.0,Entire home/apt,3.3868234928938956,133.16666666666666,500-1000,6.684611727667927
2,Jacarepaguá,-22.9686202,-43.3884944,1.0,1.0,1.0,1,365,5,147.0,Private room,18.31865012873036,73.5,100-200,4.997212273764115
2,Flamengo,-22.93972,-43.17678,1.0,1.0,1.0,2,365,3,195.0,Entire home/apt,3.708931880980619,97.5,100-200,5.278114659230518
2,Copacabana,-22.98227,-43.19426,1.0,1.0,2.0,6,200,0,260.0,Entire home/apt,3.7641057508257174,130.0,200-300,5.564520407322694
4,Glória,-22.9169023,-43.1770654,1.0,1.0,1.0,3,10,1,408.0,Entire home/apt,5.183359077784931,102.0,300-500,6.013715156042802
6,Copacabana,-22.96466,-43.17399,1.0,1.0,1.0,1,365,0,328.0,Entire home/apt,3.9983633656522306,54.666666666666664,300-500,5.796057750765372
2,Copacabana,-22.977400697096108,-43.19416489452124,1.0,1.0,1.0,4,6,0,646.0,Entire home/apt,3.292011300278388,323.0,500-1000,6.472346294500901
2,Copacabana,-22.97201331937083,-43.18802031972615,1.0,1.0,1.0,1,90,3,196.0,Entire home/apt,3.209226555846852,98.0,100-200,5.2832037287379885
4,Flamengo,-22.939918,-43.1773795,1.0,2.0,2.0,3,90,0,306.0,Entire home/apt,3.6437428605739792,76.5,300-500,5.726847747587197
4,Copacabana,-22.95994,-43.17583,1.0,1.0,1.0,2,730,5,400.0,Entire home/apt,3.6606672502662883,100.0,300-500,5.993961427306569
4,Centro,-22.9095182,-43.1942089,1.0,1.0,2.0,1,30,1,900.0,Entire home/apt,4.999233729329322,225.0,500-1000,6.803505257608338
4,Copacabana,-22.97922186635747,-43.190895952284336,1.0,1.0,3.0,3,7,3,450.0,Entire home/apt,3.641179507728813,112.5,300-500,6.111467339502679
6,Copacabana,-22.96655532449905,-43.18032186949579,2.0,3.0,4.0,1,30,1,501.0,Entire home/apt,3.4932265528242135,83.5,500-1000,6.218600119691729
4,Barra da Tijuca,-23.006721271640824,-43.32789566508179,2.0,1.0,1.0,1,365,3,684.0,Entire home/apt,13.475531803468408,171.0,500-1000,6.529418838262226
6,Vidigal,-22.99310115156023,-43.2376666367054,1.0,2.0,5.0,4,15,2,360.0,Entire home/apt,5.3594808412188675,60.0,300-500,5.8888779583328805
5,Copacabana,-22.9698,-43.188,1.0,1.0,4.0,1,365,11,300.0,Entire home/apt,3.04442502882864,60.0,200-300,5.707110264748875
4,Copacabana,-22.96409460036032,-43.19226320832968,1.0,1.0,1.0,2,15,0,451.0,Entire home/apt,2.3076329974305083,112.75,300-500,6.113682179832232
4,Copacabana,-22.98585,-43.19177,2.0,2.0,3.0,4,200,1,473.0,Entire home/apt,4.23416718346554,118.25,300-500,6.161207321695077
3,Botafogo,-22.949812,-43.1910254,2.0,2.0,1.0,3,92,3,279.0,Entire home/apt,2.007527803430205,93.0,200-300,5.634789603169249
4,Copacabana,-22.96402,-43.1756,1.0,1.0,3.0,2,90,1,491.0,Entire home/apt,3.819011127064562,122.75,300-500,6.198478716492308
2,Copacabana,-22.96861,-43.1796,1.0,1.0,1.0,2,365,3,392.0,Entire home/apt,3.668992138690223,196.0,300-500,5.973809611869261
2,Copacabana,-22.9645365,-43.1893949,1.0,1.0,1.0,3,365,1,113.0,Private room,2.5775560333461733,56.5,100-200,4.736198448394496
2,Leblon,-22.9807684,-43.2253438,1.0,0.0,1.0,2,365,3,793.0,Entire home/apt,3.5515888387572048,396.5,500-1000,6.677083461247136
5,Barra da Tijuca,-22.99138,-43.35256,2.0,2.0,4.0,2,90,4,412.0,Entire home/apt,15.191781720410923,82.4,300-500,6.023447592961033
4,Leblon,-22.986163153770985,-43.22626817892935,2.0,2.0,2.0,2,365,12,685.0,Entire home/apt,4.1377907795984745,171.25,500-1000,6.530877627725885
4,Barra da Tijuca,-23.0144,-43.30958,1.0,1.0,2.0,4,28,3,1000.0,Entire home/apt,12.295175078199618,250.0,500-1000,6.90875477931522
2,Flamengo,-22.9334252,-43.17838649999999,1.0,1.0,1.0,3,365,1,342.0,Entire home/apt,3.8773256046562112,171.0,300-500,5.83773044716594
4,Copacabana,-22.97177,-43.18663,1.0,1.0,3.0,1,28,25,286.0,Entire home/apt,3.2945957633998493,71.5,200-300,5.659482215759621
8,Barra da Tijuca,-23.010916160834164,-43.30463871359825,1.0,2.0,1.0,3,30,0,1029.0,Entire home/apt,11.659087734095738,128.625,>1000,6.937314081223682
1,Barra da Tijuca,-23.00416707627814,-43.32669366348171,2.0,1.0,1.0,2,365,0,162.0,Private room,13.238890180897387,162.0,100-200,5.093750200806762
3,Copacabana,-22.980292,-43.1914773,1.0,1.0,4.0,3,12,8,264.0,Entire home/apt,3.7094413787711384,88.0,200-300,5.579729825986222
3,Vidigal,-22.996446860076865,-43.23637036448207,0.5,1.0,1.0,1,365,1,162.0,Private room,5.616980101629792,54.0,100-200,5.093750200806762
